,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Furnishing,Built_Type,Built_Size,Price_sqft,Price_room,Rooms_sqft
34223,klcc,1350000,1.0,1.0,1.0,Serviced Residence,Unknown,Built-up,679.0,1988.217967599411,1350000.0,679.0
34224,klcc,1650000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1066.0,1547.8424015009382,825000.0,533.0
34231,cheras,750000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1137.0,659.6306068601583,250000.0,379.0
34238,kuchai lama,565000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1120.0,504.4642857142857,188333.33333333334,373.3333333333333
34240,segambut,648000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1577.0,410.90678503487635,216000.0,525.6666666666666
34241,kuchai lama,550000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,986.0,557.8093306288032,183333.33333333334,328.6666666666667
34247,bandar menjalara,370000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,1076.0,343.86617100371745,123333.33333333333,358.6666666666667
34248,bangsar,730000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,780.0,935.8974358974359,730000.0,780.0
34257,kl city,950000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Land area,743.0,1278.600269179004,950000.0,743.0
34260,setapak,1000000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1700.0,588.2352941176471,333333.3333333333,566.6666666666666
34261,setapak,450000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1054.0,426.9449715370019,150000.0,351.3333333333333
34266,setapak,250000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,845.0,295.85798816568047,83333.33333333333,281.6666666666667
34267,setapak,380000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1169.0,325.06415739948676,126666.66666666667,389.6666666666667
34268,setapak,355000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1231.0,288.3834281072299,118333.33333333333,410.3333333333333
34269,setapak,370000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,931.0,397.42212674543504,123333.33333333333,310.3333333333333
34270,setapak,410000,4.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1272.0,322.32704402515725,102500.0,318.0
34271,setapak,460000,4.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1328.0,346.3855421686747,115000.0,332.0
34272,setapak,420000,4.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1272.0,330.188679245283,105000.0,318.0
34273,setapak,330000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,653.0,505.35987748851454,110000.0,217.66666666666666
34274,mont kiara,830000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1228.0,675.8957654723127,276666.6666666667,409.3333333333333
34278,mont kiara,760000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1068.0,711.6104868913858,380000.0,534.0
34285,mont kiara,1050000,4.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1550.0,677.4193548387096,262500.0,387.5
34286,mont kiara,950000,4.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1550.0,612.9032258064516,237500.0,387.5
34287,mont kiara,1100000,4.0,3.0,2.0,Condominium,Unknown,Built-up,1600.0,687.5,275000.0,400.0
34292,bangsar,6000000,5.0,4.0,3.0,Bungalow,Unknown,Land area,9000.0,666.6666666666666,1200000.0,1800.0
34293,jalan klang lama (old klang road),395000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,950.0,415.7894736842105,131666.66666666666,316.6666666666667
34294,jalan klang lama (old klang road),480000,3.0,2.0,3.0,Serviced Residence,Partly Furnished,Built-up,950.0,505.2631578947368,160000.0,316.6666666666667
34295,jalan klang lama (old klang road),395000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,950.0,415.7894736842105,131666.66666666666,316.6666666666667
34300,mont kiara,1150000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,910.0,1263.7362637362637,575000.0,455.0
34306,jalan klang lama (old klang road),408000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1020.0,400.0,136000.0,340.0
34307,taman tun dr ismail,1680000,4.0,3.0,1.0,Terrace/Link House,Partly Furnished,Land area,1875.0,896.0,420000.0,468.75
34308,klcc,795000,2.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,713.0,1115.0070126227208,397500.0,356.5
34315,mont kiara,1200000,4.0,4.0,2.0,Condominium,Fully Furnished,Built-up,2208.0,543.4782608695652,300000.0,552.0
34319,cheras,465000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1100.0,422.72727272727275,155000.0,366.6666666666667
34320,sri petaling,360000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1017.0,353.98230088495575,120000.0,339.0
34327,kepong,580000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1074.0,540.0372439478584,193333.33333333334,358.0
34334,bangsar,5600000,5.0,5.0,4.0,Bungalow,Partly Furnished,Land area,4693.0,1193.266567227786,1120000.0,938.6
34338,setapak,480000,4.0,2.0,2.0,Condominium,Partly Furnished,Land area,1272.0,377.35849056603774,120000.0,318.0
34345,mont kiara,630000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,740.0,851.3513513513514,630000.0,740.0
34348,setapak,439999,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1272.0,345.9111635220126,109999.75,318.0
34359,mont kiara,4030000,1.0,2.0,6.0,Bungalow,Unknown,Land area,6200.0,650.0,4030000.0,6200.0
34365,setapak,1950000,4.0,3.0,6.0,Bungalow,Unfurnished,Land area,6200.0,314.51612903225805,487500.0,1550.0
34368,puchong,290000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,829.0,349.81905910735827,96666.66666666667,276.3333333333333
34370,setapak,580000,4.0,2.0,3.0,Condominium,Partly Furnished,Built-up,1600.0,362.5,145000.0,400.0
34371,wangsa maju,460000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1150.0,400.0,153333.33333333334,383.3333333333333
34372,wangsa maju,760000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1382.0,549.9276410998552,253333.33333333334,460.6666666666667
34374,wangsa maju,310000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,783.0,395.9131545338442,103333.33333333333,261.0
34375,setapak,400000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1207.0,331.4001657000828,133333.33333333334,402.3333333333333
34379,bukit jalil,650000,2.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,791.0,821.7446270543616,325000.0,395.5
34383,taman tun dr ismail,930000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,840.0,1107.142857142857,930000.0,840.0
34385,cheras,299000,3.0,2.0,1.0,Condominium,Unknown,Built-up,988.0,302.63157894736844,99666.66666666667,329.3333333333333
34390,taman melawati,2000000,4.0,3.0,10.0,Semi-detached House,Partly Furnished,Land area,8323.0,240.29796948215787,500000.0,2080.75
34395,cheras,580000,4.0,2.0,3.0,Condominium,Unfurnished,Built-up,1602.0,362.04744069912607,145000.0,400.5
34396,cheras,590000,4.0,2.0,1.0,Condominium,Unfurnished,Built-up,1394.0,423.24246771879484,147500.0,348.5
34398,bangsar,3800000,6.0,4.0,6.0,Bungalow,Partly Furnished,Land area,5726.0,663.6395389451624,633333.3333333334,954.3333333333334
34400,cheras,368000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,950.0,387.36842105263156,122666.66666666667,316.6666666666667
34406,bukit jalil,435000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,952.0,456.93277310924367,145000.0,317.3333333333333
34407,bangsar,1050000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1600.0,656.25,350000.0,533.3333333333334
34409,kepong,410000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1150.0,356.5217391304348,136666.66666666666,383.3333333333333
34412,cheras,760000,2.0,2.0,1.0,Serviced Residence,Unknown,Built-up,803.0,946.4508094645081,380000.0,401.5
34414,bukit jalil,930000,4.0,3.0,3.0,Condominium,Partly Furnished,Built-up,1513.0,614.6728354263054,232500.0,378.25
34415,klcc,2100000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1076.0,1951.6728624535317,1050000.0,538.0
34416,kl city,1202000,2.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,717.0,1676.4295676429567,601000.0,358.5
34417,segambut,722250,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1184.0,610.0084459459459,240750.0,394.6666666666667
34420,bangsar south,790000,2.0,2.0,1.0,Serviced Residence,Unfurnished,Built-up,823.0,959.902794653706,395000.0,411.5
34421,bangsar south,850000,3.0,2.0,1.0,Serviced Residence,Unfurnished,Built-up,993.0,855.9919436052367,283333.3333333333,331.0
34422,mont kiara,1100000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1028.0,1070.0389105058366,550000.0,514.0
34423,mont kiara,1150000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,935.0,1229.9465240641712,575000.0,467.5
34428,klcc,3930000,2.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1636.0,2402.200488997555,1965000.0,818.0
34433,jalan klang lama (old klang road),740000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,708.0,1045.1977401129943,370000.0,354.0
34434,klcc,1236000,2.0,2.0,1.0,Condominium,Partly Furnished,Built-up,736.0,1679.3478260869565,618000.0,368.0
34436,klcc,1530000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,904.0,1692.4778761061948,765000.0,452.0
34437,taman desa,500000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,715.0,699.3006993006993,250000.0,357.5
34441,pandan indah,650000,4.0,3.0,1.0,Terrace/Link House,Partly Furnished,Land area,1170.0,555.5555555555555,162500.0,292.5
34449,setapak,600000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1270.0,472.4409448818898,200000.0,423.3333333333333
34450,bukit jalil,600000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1050.0,571.4285714285714,200000.0,350.0
34457,sri petaling,560000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,980.0,571.4285714285714,186666.66666666666,326.6666666666667
34460,setapak,599000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1102.0,543.557168784029,199666.66666666666,367.3333333333333
34461,sentul,527000,3.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,948.0,555.9071729957806,175666.66666666666,316.0
34462,country heights damansara,10500000,10.0,10.0,6.0,Bungalow,Partly Furnished,Land area,11700.0,897.4358974358975,1050000.0,1170.0
34471,bangsar,1100000,3.0,2.0,2.0,Townhouse,Partly Furnished,Built-up,1632.0,674.0196078431372,366666.6666666667,544.0
34472,bangsar,1000000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1200.0,833.3333333333334,333333.3333333333,400.0
34473,salak selatan,363000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,845.0,429.58579881656806,181500.0,422.5
34480,cheras,389999,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,820.0,475.60853658536587,129999.66666666667,273.3333333333333
34484,sungai besi,9800000,10.0,12.0,8.0,Bungalow,Partly Furnished,Land area,9240.0,1060.6060606060605,980000.0,924.0
34494,oug,3800000,6.0,5.0,6.0,Bungalow,Partly Furnished,Land area,8300.0,457.8313253012048,633333.3333333334,1383.3333333333333
34502,jalan klang lama (old klang road),850000,4.0,3.0,2.0,Terrace/Link House,Partly Furnished,Land area,1650.0,515.1515151515151,212500.0,412.5
34503,setapak,360000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1207.0,298.2601491300746,120000.0,402.3333333333333
34504,bangsar,4500,3.0,3.0,2.0,Serviced Residence,Fully Furnished,Built-up,1610.0,2.7950310559006213,1500.0,536.6666666666666
34506,klcc,1560000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,930.0,1677.4193548387098,780000.0,465.0
34507,oug,1000000,4.0,3.0,4.0,Terrace/Link House,Fully Furnished,Land area,1650.0,606.060606060606,250000.0,412.5
34508,sentul,280000,3.0,2.0,1.0,Apartment,Unfurnished,Built-up,838.0,334.1288782816229,93333.33333333333,279.3333333333333
34510,setapak,450000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1207.0,372.8251864125932,150000.0,402.3333333333333
34511,setapak,260000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,845.0,307.6923076923077,86666.66666666667,281.6666666666667
34512,kl city,769000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,742.0,1036.388140161725,769000.0,742.0
34517,klcc,1300000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1012.0,1284.5849802371542,650000.0,506.0
34519,klcc,1750000,4.0,4.0,2.0,Condominium,Partly Furnished,Built-up,2315.0,755.939524838013,437500.0,578.75
34523,ampang hilir,10000000,6.0,5.0,4.0,Bungalow,Unknown,Land area,10400.0,961.5384615384615,1666666.6666666667,1733.3333333333333
34525,klcc,1500000,2.0,2.0,1.0,Serviced Residence,Unknown,Built-up,1012.0,1482.2134387351778,750000.0,506.0
34526,bukit jalil,630000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1067.0,590.4404873477039,210000.0,355.6666666666667
34527,seputeh,1350000,4.0,3.0,1.0,Apartment,Fully Furnished,Built-up,2100.0,642.8571428571429,337500.0,525.0
34528,seputeh,1350000,4.0,3.0,1.0,Apartment,Fully Furnished,Built-up,2100.0,642.8571428571429,337500.0,525.0
34531,bukit tunku (kenny hills),950000,3.0,3.0,1.0,Condominium,Partly Furnished,Built-up,1959.0,484.9412965798877,316666.6666666667,653.0
34532,klcc,899000,3.0,3.0,1.0,Condominium,Fully Furnished,Built-up,1182.0,760.575296108291,299666.6666666667,394.0
34533,jalan kuching,1000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,900.0,1.1111111111111112,333.3333333333333,300.0
34539,kuchai lama,329000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,950.0,346.3157894736842,109666.66666666667,316.6666666666667
34543,wangsa maju,859096,2.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1033.0,831.6515004840271,429548.0,516.5
34555,sentul,950000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1237.0,767.9870654810024,316666.6666666667,412.3333333333333
34565,setapak,390000,3.0,2.0,2.0,Serviced Residence,Unfurnished,Land area,1009.0,386.5213082259663,130000.0,336.3333333333333
34566,setapak,485000,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1333.0,363.84096024006004,121250.0,333.25
34567,setapak,410000,4.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1272.0,322.32704402515725,102500.0,318.0
34568,setapak,530000,4.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1313.0,403.65575019040364,132500.0,328.25
34570,kepong,600000,3.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,1162.0,516.3511187607573,200000.0,387.3333333333333
34573,brickfields,530000,3.0,2.0,1.0,Apartment,Fully Furnished,Built-up,880.0,602.2727272727273,176666.66666666666,293.3333333333333
34574,bukit jalil,620000,2.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,705.0,879.4326241134752,310000.0,352.5
34576,jalan klang lama (old klang road),430000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1000.0,430.0,143333.33333333334,333.3333333333333
34577,jalan klang lama (old klang road),380000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,980.0,387.7551020408163,126666.66666666667,326.6666666666667
34578,jalan klang lama (old klang road),560000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1350.0,414.81481481481484,186666.66666666666,450.0
34579,kepong,490000,3.0,2.0,2.0,Apartment,Partly Furnished,Built-up,1001.0,489.5104895104895,163333.33333333334,333.6666666666667
34582,mont kiara,800000,2.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,913.0,876.2322015334064,400000.0,456.5
34585,jalan klang lama (old klang road),399000,1.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,775.0,514.8387096774194,399000.0,775.0
34586,bukit jalil,700000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1407.0,497.5124378109453,233333.33333333334,469.0
34587,bukit jalil,1070000,3.0,1.0,2.0,Condominium,Fully Furnished,Built-up,1508.0,709.5490716180371,356666.6666666667,502.6666666666667
34595,cheras,400000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,974.0,410.6776180698152,133333.33333333334,324.6666666666667
34596,dutamas,578000,3.0,3.0,1.0,Condominium,Partly Furnished,Land area,1617.0,357.452071737786,192666.66666666666,539.0
34597,cheras,620000,2.0,2.0,1.0,Condominium,Partly Furnished,Built-up,962.0,644.4906444906445,310000.0,481.0
34598,kl sentral,3900,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1083.0,3.601108033240997,1950.0,541.5
34610,jalan klang lama (old klang road),2480000,4.0,4.0,6.0,Condominium,Fully Furnished,Built-up,5148.0,481.74048174048175,620000.0,1287.0
34614,kl city,1900000,3.0,3.0,1.0,Serviced Residence,Partly Furnished,Built-up,1157.0,1642.1780466724288,633333.3333333334,385.6666666666667
34625,batu caves,778000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1227.0,634.0668296658516,259333.33333333334,409.0
34626,batu caves,610000,2.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,861.0,708.4785133565622,305000.0,430.5
34627,batu caves,740000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1055.0,701.4218009478673,246666.66666666666,351.6666666666667
34628,jalan klang lama (old klang road),330000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,950.0,347.36842105263156,110000.0,316.6666666666667
34629,jalan klang lama (old klang road),345000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,950.0,363.1578947368421,115000.0,316.6666666666667
34630,kuchai lama,640000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1328.0,481.9277108433735,213333.33333333334,442.6666666666667
34632,kuchai lama,430000,2.0,2.0,2.0,Condominium,Fully Furnished,Built-up,936.0,459.4017094017094,215000.0,468.0
34633,ampang,1256000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1560.0,805.1282051282051,418666.6666666667,520.0
34634,jalan klang lama (old klang road),558000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1215.0,459.25925925925924,186000.0,405.0
34635,jalan klang lama (old klang road),675000,4.0,4.0,2.0,Condominium,Partly Furnished,Built-up,1440.0,468.75,168750.0,360.0
34641,taman desa,310000,3.0,2.0,1.0,Apartment,Fully Furnished,Built-up,830.0,373.49397590361446,103333.33333333333,276.6666666666667
34648,mont kiara,1250000,4.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1560.0,801.2820512820513,312500.0,390.0
34651,jalan klang lama (old klang road),430000,1.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,775.0,554.8387096774194,430000.0,775.0
34654,dutamas,530000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1100.0,481.8181818181818,176666.66666666666,366.6666666666667
34657,jalan kuching,710000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1015.0,699.5073891625616,236666.66666666666,338.3333333333333
34658,jalan klang lama (old klang road),1600,2.0,2.0,1.0,Condominium,Partly Furnished,Built-up,868.0,1.8433179723502304,800.0,434.0
34663,mont kiara,808000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,864.0,935.1851851851852,404000.0,432.0
34664,setapak,580000,4.0,2.0,2.0,Condominium,Unknown,Built-up,2150.0,269.7674418604651,145000.0,537.5
34665,taman desa,635000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1200.0,529.1666666666666,211666.66666666666,400.0
34668,sentul,599999,4.0,3.0,2.0,Condominium,Unfurnished,Built-up,1235.0,485.82914979757084,149999.75,308.75
34669,setapak,520000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1100.0,472.72727272727275,173333.33333333334,366.6666666666667
34670,setapak,300000,3.0,2.0,1.0,Condominium,Unknown,Built-up,947.0,316.78986272439283,100000.0,315.6666666666667
34671,taman tun dr ismail,1050000,3.0,3.0,2.0,Serviced Residence,Partly Furnished,Built-up,1010.0,1039.6039603960396,350000.0,336.6666666666667
34672,jalan sultan ismail,700000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,860.0,813.953488372093,350000.0,430.0
34673,setapak,250000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,845.0,295.85798816568047,83333.33333333333,281.6666666666667
34674,klcc,3450000,3.0,3.0,2.0,Serviced Residence,Fully Furnished,Built-up,1560.0,2211.5384615384614,1150000.0,520.0
34675,jalan klang lama (old klang road),388000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1010.0,384.15841584158414,129333.33333333333,336.6666666666667
34677,sri petaling,520000,4.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1417.0,366.9724770642202,130000.0,354.25
34680,desa petaling,400000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,956.0,418.41004184100416,133333.33333333334,318.6666666666667
34681,sri petaling,385000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,935.0,411.7647058823529,128333.33333333333,311.6666666666667
34682,sri petaling,520000,4.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1400.0,371.42857142857144,130000.0,350.0
34683,jalan klang lama (old klang road),430000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1000.0,430.0,143333.33333333334,333.3333333333333
34684,wangsa maju,450000,4.0,3.0,1.0,Condominium,Partly Furnished,Built-up,1267.0,355.1696921862668,112500.0,316.75
34685,wangsa maju,420000,4.0,3.0,1.0,Condominium,Partly Furnished,Built-up,1267.0,331.49171270718233,105000.0,316.75
34687,kuchai lama,248000,3.0,1.0,1.0,Flat,Partly Furnished,Built-up,700.0,354.2857142857143,82666.66666666667,233.33333333333334
34690,kuchai lama,255000,3.0,1.0,2.0,Flat,Partly Furnished,Built-up,800.0,318.75,85000.0,266.6666666666667
34691,kuchai lama,260000,3.0,1.0,1.0,Flat,Partly Furnished,Built-up,705.0,368.79432624113474,86666.66666666667,235.0
34692,kuchai lama,248000,3.0,1.0,1.0,Flat,Partly Furnished,Built-up,750.0,330.6666666666667,82666.66666666667,250.0
34693,jalan klang lama (old klang road),2100000,8.0,7.0,2.0,Semi-detached House,Fully Furnished,Built-up,7000.0,300.0,262500.0,875.0
34694,jalan kuching,650000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1400.0,464.2857142857143,216666.66666666666,466.6666666666667
34695,klcc,2139000,3.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1426.0,1500.0,713000.0,475.3333333333333
34706,bukit bintang,4300000,4.0,5.0,1.0,Serviced Residence,Unfurnished,Built-up,2405.0,1787.9417879417879,1075000.0,601.25
34710,setapak,1180000,6.0,4.0,3.0,Terrace/Link House,Partly Furnished,Built-up,3300.0,357.57575757575756,196666.66666666666,550.0
34711,taman tun dr ismail,1100000,3.0,3.0,1.0,Serviced Residence,Fully Furnished,Built-up,1313.0,837.7760853008377,366666.6666666667,437.6666666666667
34712,jalan klang lama (old klang road),598000,2.0,2.0,1.0,Serviced Residence,Unfurnished,Built-up,852.0,701.8779342723004,299000.0,426.0
34713,jalan klang lama (old klang road),335000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,950.0,352.63157894736844,111666.66666666667,316.6666666666667
34715,taman melawati,630000,4.0,3.0,2.0,Terrace/Link House,Partly Furnished,Built-up,1260.0,500.0,157500.0,315.0
34719,klcc,4752000,2.0,3.0,2.0,Serviced Residence,Partly Furnished,Built-up,1938.0,2452.012383900929,2376000.0,969.0
34720,klcc,2900000,1.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,1163.0,2493.5511607910576,2900000.0,1163.0
34721,klcc,3880000,2.0,3.0,2.0,Serviced Residence,Partly Furnished,Built-up,1636.0,2371.638141809291,1940000.0,818.0
34722,klcc,4900000,2.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1894.0,2587.117212249208,2450000.0,947.0
34736,taman tun dr ismail,950000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1500.0,633.3333333333334,316666.6666666667,500.0
34737,bukit jalil,468000,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1232.0,379.87012987012986,117000.0,308.0
34741,dutamas,440000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,850.0,517.6470588235294,146666.66666666666,283.3333333333333
34742,bangsar,1150000,2.0,2.0,1.0,Serviced Residence,Unfurnished,Built-up,980.0,1173.469387755102,575000.0,490.0
34745,desa pandan,798000,2.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1087.0,734.130634774609,399000.0,543.5
34755,bukit jalil,395000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1100.0,359.09090909090907,131666.66666666666,366.6666666666667
34758,mont kiara,1250000,2.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,1400.0,892.8571428571429,625000.0,700.0
34761,bukit jalil,580000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1073.0,540.5405405405405,193333.33333333334,357.6666666666667
34762,oug,3900000,7.0,9.0,5.0,Bungalow,Partly Furnished,Land area,13900.0,280.57553956834533,557142.8571428572,1985.7142857142858
34768,sri petaling,1000000,4.0,4.0,2.0,Terrace/Link House,Unfurnished,Land area,1650.0,606.060606060606,250000.0,412.5
34770,bangsar south,1190000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1485.0,801.3468013468014,396666.6666666667,495.0
34772,bukit jalil,450000,3.0,2.0,1.0,Apartment,Fully Furnished,Land area,1100.0,409.09090909090907,150000.0,366.6666666666667
34774,segambut,638000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1155.0,552.3809523809524,212666.66666666666,385.0
34779,bukit jalil,988000,3.0,2.0,2.0,Serviced Residence,Unknown,Built-up,1216.0,812.5,329333.3333333333,405.3333333333333
34782,sungai besi,520000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1074.0,484.171322160149,173333.33333333334,358.0
34783,segambut,315000,2.0,1.0,1.0,Apartment,Partly Furnished,Built-up,750.0,420.0,157500.0,375.0
34785,sri petaling,650000,3.0,2.0,2.0,Terrace/Link House,Partly Furnished,Land area,1600.0,406.25,216666.66666666666,533.3333333333334
34787,bandar tasik selatan,230000,3.0,2.0,1.0,Flat,Unknown,Built-up,730.0,315.06849315068496,76666.66666666667,243.33333333333334
34796,mont kiara,1200000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,927.0,1294.4983818770227,600000.0,463.5
34797,mont kiara,1300000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1172.0,1109.2150170648465,433333.3333333333,390.6666666666667
34798,mont kiara,850000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,861.0,987.2241579558653,425000.0,430.5
34807,mont kiara,890000,3.0,3.0,2.0,Serviced Residence,Fully Furnished,Built-up,1368.0,650.5847953216374,296666.6666666667,456.0
34821,mont kiara,4500,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,926.0,4.859611231101512,2250.0,463.0
34823,bangsar,1000000,2.0,1.0,1.0,Condominium,Fully Furnished,Built-up,1100.0,909.0909090909091,500000.0,550.0
34825,mont kiara,750000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,913.0,821.4676889375685,375000.0,456.5
34826,mont kiara,800000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,913.0,876.2322015334064,400000.0,456.5
