,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Furnishing,Built_Type,Built_Size,Price_sqft,Price_room,Rooms_sqft
9710,setapak,520000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1100.0,472.72727272727275,173333.33333333334,366.6666666666667
9711,setapak,275000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,850.0,323.52941176470586,91666.66666666667,283.3333333333333
9712,setapak,430000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1231.0,349.3095044679123,143333.33333333334,410.3333333333333
9724,setapak,425000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1231.0,345.24776604386676,141666.66666666666,410.3333333333333
9732,cheras,535000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,762.0,702.0997375328084,535000.0,762.0
9738,bukit jalil,630000,2.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,791.0,796.4601769911504,315000.0,395.5
9742,mont kiara,630000,1.0,1.0,1.0,Serviced Residence,Partly Furnished,Built-up,743.0,847.913862718708,630000.0,743.0
9747,cheras,450277,3.0,2.0,2.0,Condominium,Unknown,Built-up,850.0,529.7376470588235,150092.33333333334,283.3333333333333
9753,cheras,513917,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1000.0,513.917,128479.25,250.0
9755,cheras,450277,3.0,2.0,2.0,Condominium,Unknown,Built-up,850.0,529.7376470588235,150092.33333333334,283.3333333333333
9761,cheras,513917,4.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1000.0,513.917,128479.25,250.0
9762,cheras,450277,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,850.0,529.7376470588235,150092.33333333334,283.3333333333333
9774,wangsa maju,465000,3.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,770.0,603.8961038961039,155000.0,256.6666666666667
9777,wangsa maju,480000,3.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,770.0,623.3766233766233,160000.0,256.6666666666667
9778,bukit jalil,518000,3.0,3.0,2.0,Condominium,Unknown,Built-up,1003.0,516.4506480558325,172666.66666666666,334.3333333333333
9780,sentul,638000,2.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1115.0,572.1973094170404,319000.0,557.5
9786,wangsa maju,380000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,800.0,475.0,126666.66666666667,266.6666666666667
9796,segambut,640000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1019.0,628.0667320902846,213333.33333333334,339.6666666666667
9800,mont kiara,720000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1208.0,596.0264900662252,240000.0,402.6666666666667
9818,segambut,629000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1019.0,617.2718351324828,209666.66666666666,339.6666666666667
9820,taman desa,450000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,1249.0,360.28823058446756,150000.0,416.3333333333333
9823,mont kiara,489000,1.0,1.0,1.0,Serviced Residence,Unknown,Built-up,678.0,721.2389380530974,489000.0,678.0
9824,jalan kuching,388000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1151.0,337.09817549956557,129333.33333333333,383.6666666666667
9831,taman desa,455000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,945.0,481.48148148148147,151666.66666666666,315.0
9834,sentul,640000,4.0,3.0,1.0,Condominium,Partly Furnished,Built-up,1412.0,453.25779036827197,160000.0,353.0
9843,klcc,4236750,2.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1345.0,3150.0,2118375.0,672.5
9844,kepong,220000,3.0,2.0,1.0,Apartment,Unknown,Land area,650.0,338.46153846153845,73333.33333333333,216.66666666666666
9845,jalan klang lama (old klang road),380000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,950.0,400.0,126666.66666666667,316.6666666666667
9849,jalan klang lama (old klang road),450000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,950.0,473.6842105263158,150000.0,316.6666666666667
9851,city centre,800000,1.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,943.0,848.356309650053,800000.0,943.0
9858,klcc,840000,2.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,866.0,969.9769053117783,420000.0,433.0
9859,bukit jalil,550000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1069.0,514.4995322731525,183333.33333333334,356.3333333333333
9860,bukit jalil,520000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1050.0,495.23809523809524,173333.33333333334,350.0
9861,sungai besi,600000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1260.0,476.1904761904762,200000.0,420.0
9862,cheras,950000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,850.0,1117.6470588235295,475000.0,425.0
9863,cheras,365000,3.0,2.0,2.0,Condominium,Unknown,Built-up,926.0,394.16846652267816,121666.66666666667,308.6666666666667
9864,cheras,460000,4.0,2.0,2.0,Condominium,Unknown,Built-up,1142.0,402.8021015761821,115000.0,285.5
9865,bukit jalil,2100,4.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1212.0,1.7326732673267327,525.0,303.0
9866,cheras,280000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,750.0,373.3333333333333,93333.33333333333,250.0
9867,cheras,350000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,926.0,377.9697624190065,116666.66666666667,308.6666666666667
9869,klcc,860000,2.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,713.0,1206.17110799439,430000.0,356.5
9874,kepong,520000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,930.0,559.1397849462365,173333.33333333334,310.0
9876,sungai besi,538000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1152.0,467.0138888888889,179333.33333333334,384.0
9877,sungai besi,540000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1111.0,486.048604860486,180000.0,370.3333333333333
9881,kepong,515000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1109.0,464.38232642019835,171666.66666666666,369.6666666666667
9882,city centre,630000,3.0,3.0,1.0,Condominium,Fully Furnished,Built-up,1300.0,484.61538461538464,210000.0,433.3333333333333
9887,mont kiara,848000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1226.0,691.6802610114192,282666.6666666667,408.6666666666667
9888,cheras,3300,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,850.0,3.8823529411764706,1650.0,425.0
9889,segambut,450000,3.0,2.0,2.0,Apartment,Unfurnished,Built-up,1100.0,409.09090909090907,150000.0,366.6666666666667
9890,segambut,400000,3.0,2.0,2.0,Apartment,Unfurnished,Built-up,1100.0,363.6363636363636,133333.33333333334,366.6666666666667
9891,cheras,1030000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,850.0,1211.764705882353,515000.0,425.0
9892,klcc,900000,1.0,1.0,1.0,Condominium,Fully Furnished,Built-up,850.0,1058.8235294117646,900000.0,850.0
9894,cheras,1000000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,850.0,1176.4705882352941,500000.0,425.0
9896,segambut,340000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,1142.0,297.72329246935203,113333.33333333333,380.6666666666667
9901,setapak,870000,3.0,2.0,2.0,Condominium,Unknown,Built-up,1442.0,603.3287101248267,290000.0,480.6666666666667
9902,setapak,475000,1.0,1.0,1.0,Condominium,Unknown,Built-up,753.0,630.8100929614874,475000.0,753.0
9903,cheras,550000,3.0,2.0,2.0,Terrace/Link House,Partly Furnished,Built-up,1173.0,468.8832054560955,183333.33333333334,391.0
9904,jalan klang lama (old klang road),515000,2.0,2.0,1.0,Serviced Residence,Unknown,Built-up,797.0,646.1731493099122,257500.0,398.5
9905,bukit jalil,288000,2.0,2.0,1.0,Apartment,Partly Furnished,Built-up,878.0,328.01822323462414,144000.0,439.0
9908,cheras,380000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,960.0,395.8333333333333,126666.66666666667,320.0
9909,mont kiara,550000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,931.0,590.7626208378088,275000.0,465.5
9910,mont kiara,560000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,931.0,601.5037593984962,280000.0,465.5
9911,bukit jalil,320000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,878.0,364.4646924829157,106666.66666666667,292.6666666666667
9912,wangsa maju,700000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1152.0,607.6388888888889,233333.33333333334,384.0
9915,setapak,480000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1102.0,435.5716878402904,160000.0,367.3333333333333
9916,wangsa maju,763530,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1206.0,633.1094527363184,254510.0,402.0
9917,setapak,468000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1280.0,365.625,156000.0,426.6666666666667
9919,setapak,610000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1500.0,406.6666666666667,203333.33333333334,500.0
9920,wangsa maju,628000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,991.0,633.7033299697275,209333.33333333334,330.3333333333333
9921,sentul,1138000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1757.0,647.6949345475242,379333.3333333333,585.6666666666666
9922,wangsa maju,859096,2.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1033.0,831.6515004840271,429548.0,516.5
9923,wangsa maju,1280000,5.0,3.0,2.0,Terrace/Link House,Partly Furnished,Land area,1500.0,853.3333333333334,256000.0,300.0
9931,kl city,1350000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1076.0,1254.6468401486989,675000.0,538.0
9932,kl city,1100000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,1076.0,1022.3048327137546,550000.0,538.0
9934,mont kiara,620000,2.0,2.0,1.0,Condominium,Fully Furnished,Built-up,938.0,660.9808102345415,310000.0,469.0
9940,jalan klang lama (old klang road),730000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,953.0,766.0020986358867,243333.33333333334,317.6666666666667
9952,cheras,520000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1018.0,510.8055009823183,173333.33333333334,339.3333333333333
9957,cheras,495000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1018.0,486.2475442043222,165000.0,339.3333333333333
9959,cheras,465000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,1018.0,456.77799607072694,155000.0,339.3333333333333
9965,cheras,470000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,1018.0,461.6895874263261,156666.66666666666,339.3333333333333
9967,cheras,485000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1010.0,480.1980198019802,161666.66666666666,336.6666666666667
9974,cheras,450000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1018.0,442.04322200392926,150000.0,339.3333333333333
9976,cheras,485000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1018.0,476.4243614931238,161666.66666666666,339.3333333333333
9977,cheras,485000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1018.0,476.4243614931238,161666.66666666666,339.3333333333333
9980,cheras,660000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1285.0,513.6186770428016,220000.0,428.3333333333333
9982,cheras,555000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1010.0,549.5049504950495,185000.0,336.6666666666667
9984,cheras,560000,3.0,3.0,1.0,Condominium,Partly Furnished,Built-up,1010.0,554.4554455445544,186666.66666666666,336.6666666666667
9986,cheras,560000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1098.0,510.0182149362477,186666.66666666666,366.0
9987,cheras,380000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,753.0,504.6480743691899,126666.66666666667,251.0
9993,dutamas,570000,3.0,3.0,2.0,Condominium,Partly Furnished,Built-up,1500.0,380.0,190000.0,500.0
9995,jalan kuching,548000,3.0,2.0,1.0,Condominium,Unknown,Land area,1320.0,415.1515151515151,182666.66666666666,440.0
9998,sentul,500000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1081.0,462.53469010175763,166666.66666666666,360.3333333333333
9999,sentul,530000,3.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1081.0,490.2867715078631,176666.66666666666,360.3333333333333
10000,sentul,530000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1081.0,490.2867715078631,176666.66666666666,360.3333333333333
10003,jalan kuching,575000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1200.0,479.1666666666667,191666.66666666666,400.0
10004,jalan kuching,455000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1050.0,433.3333333333333,151666.66666666666,350.0
10007,jalan kuching,400000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1050.0,380.95238095238096,133333.33333333334,350.0
10008,setapak,450000,4.0,2.0,1.0,Condominium,Unfurnished,Built-up,1272.0,353.77358490566036,112500.0,318.0
10011,jalan ipoh,570000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1082.0,526.8022181146026,190000.0,360.6666666666667
10012,setapak,390000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,930.0,419.35483870967744,130000.0,310.0
10016,cheras,280000,3.0,2.0,1.0,Condominium,Unfurnished,Built-up,861.0,325.2032520325203,93333.33333333333,287.0
10023,bukit jalil,350000,3.0,2.0,1.0,Apartment,Unfurnished,Built-up,878.0,398.6332574031891,116666.66666666667,292.6666666666667
10025,segambut,610000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1019.0,598.6261040235526,203333.33333333334,339.6666666666667
10027,segambut,620000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1019.0,608.4396467124632,206666.66666666666,339.6666666666667
10028,dutamas,1100000,3.0,5.0,2.0,Condominium,Partly Furnished,Built-up,1875.0,586.6666666666666,366666.6666666667,625.0
10029,segambut,750000,2.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1021.0,734.5739471106758,375000.0,510.5
10033,segambut,640000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1019.0,628.0667320902846,213333.33333333334,339.6666666666667
10034,segambut,750000,2.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1250.0,600.0,375000.0,625.0
10035,dutamas,1300000,3.0,5.0,2.0,Condominium,Partly Furnished,Built-up,2081.0,624.6996636232581,433333.3333333333,693.6666666666666
10036,dutamas,1212000,3.0,5.0,2.0,Condominium,Partly Furnished,Built-up,1942.0,624.0988671472709,404000.0,647.3333333333334
10037,mont kiara,1150000,2.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,910.0,1263.7362637362637,575000.0,455.0
10040,segambut,570000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,713.0,799.4389901823282,285000.0,356.5
10043,segambut,560000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Built-up,713.0,785.4137447405329,280000.0,356.5
10044,segambut,890000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1319.0,674.7536012130402,296666.6666666667,439.6666666666667
10045,segambut,900000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1300.0,692.3076923076923,300000.0,433.3333333333333
10046,segambut,550000,3.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,829.0,663.4499396863691,183333.33333333334,276.3333333333333
10048,cheras,1020000,2.0,2.0,1.0,Serviced Residence,Fully Furnished,Built-up,850.0,1200.0,510000.0,425.0
10049,segambut,720000,4.0,3.0,2.0,Serviced Residence,Unfurnished,Built-up,1152.0,625.0,180000.0,288.0
10052,dutamas,495000,3.0,2.0,1.0,Condominium,Unknown,Built-up,1100.0,450.0,165000.0,366.6666666666667
10053,segambut,600000,3.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,958.0,626.3048016701462,200000.0,319.3333333333333
10054,segambut,530000,3.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,829.0,639.3244873341375,176666.66666666666,276.3333333333333
10055,segambut,730000,4.0,2.0,2.0,Serviced Residence,Unfurnished,Built-up,1206.0,605.3067993366501,182500.0,301.5
10056,segambut,630000,3.0,2.0,2.0,Condominium,Unfurnished,Built-up,1019.0,618.2531894013739,210000.0,339.6666666666667
10059,taman desa,500000,3.0,2.0,1.0,Condominium,Fully Furnished,Built-up,1255.0,398.40637450199205,166666.66666666666,418.3333333333333
10066,cheras,318000,3.0,2.0,1.0,Condominium,Partly Furnished,Land area,967.0,328.85211995863494,106000.0,322.3333333333333
10067,cheras,380000,3.0,2.0,2.0,Condominium,Partly Furnished,Land area,920.0,413.04347826086956,126666.66666666667,306.6666666666667
10070,cheras,630000,2.0,2.0,1.0,Condominium,Partly Furnished,Land area,962.0,654.8856548856548,315000.0,481.0
10071,cheras,610000,2.0,2.0,2.0,Condominium,Unfurnished,Land area,897.0,680.0445930880713,305000.0,448.5
10073,cheras,380000,3.0,2.0,1.0,Serviced Residence,Fully Furnished,Land area,950.0,400.0,126666.66666666667,316.6666666666667
10074,keramat,500000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1046.0,478.0114722753346,166666.66666666666,348.6666666666667
10078,wangsa maju,1052600,5.0,5.0,6.0,Condominium,Partly Furnished,Built-up,2000.0,526.3,210520.0,400.0
10082,cheras,368000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,943.0,390.2439024390244,122666.66666666667,314.3333333333333
10085,bukit jalil,400000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1091.0,366.6361136571952,133333.33333333334,363.6666666666667
10088,bukit jalil,715000,3.0,2.0,3.0,Condominium,Fully Furnished,Built-up,1212.0,589.9339933993399,238333.33333333334,404.0
10094,city centre,1578000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Land area,1131.0,1395.2254641909815,526000.0,377.0
10095,dutamas,508000,3.0,2.0,1.0,Condominium,Partly Furnished,Built-up,1000.0,508.0,169333.33333333334,333.3333333333333
10096,cheras,300000,3.0,2.0,1.0,Apartment,Partly Furnished,Land area,750.0,400.0,100000.0,250.0
10098,segambut,399000,3.0,2.0,1.0,Apartment,Fully Furnished,Land area,1200.0,332.5,133000.0,400.0
10107,pandan perdana,750000,4.0,2.0,3.0,Terrace/Link House,Partly Furnished,Land area,1560.0,480.7692307692308,187500.0,390.0
10109,bukit jalil,528000,3.0,3.0,2.0,Condominium,Partly Furnished,Land area,1003.0,526.4207377866401,176000.0,334.3333333333333
10113,cheras,621000,3.0,2.0,2.0,Condominium,Unfurnished,Land area,1227.0,506.1124694376528,207000.0,409.0
10114,cheras,529000,3.0,2.0,2.0,Condominium,Unfurnished,Land area,990.0,534.3434343434343,176333.33333333334,330.0
10116,bangsar,7480000,4.0,5.0,3.0,Condominium,Partly Furnished,Built-up,4300.0,1739.5348837209303,1870000.0,1075.0
10126,klcc,978000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Land area,627.0,1559.8086124401914,978000.0,627.0
10127,cheras,280000,3.0,2.0,1.0,Apartment,Partly Furnished,Land area,780.0,358.97435897435895,93333.33333333333,260.0
10129,taman desa,1450000,3.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1784.0,812.780269058296,483333.3333333333,594.6666666666666
10132,taman desa,1380000,3.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1725.0,800.0,460000.0,575.0
10134,taman desa,1200000,2.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1312.0,914.6341463414634,600000.0,656.0
10138,mont kiara,899000,2.0,2.0,2.0,Condominium,Fully Furnished,Built-up,1012.0,888.3399209486166,449500.0,506.0
10141,cheras,850000,3.0,2.0,2.0,Serviced Residence,Partly Furnished,Land area,1252.0,678.9137380191693,283333.3333333333,417.3333333333333
10142,cheras,760000,3.0,2.0,1.0,Serviced Residence,Partly Furnished,Land area,1125.0,675.5555555555555,253333.33333333334,375.0
10147,cheras,700000,2.0,2.0,1.0,Serviced Residence,Partly Furnished,Land area,814.0,859.9508599508599,350000.0,407.0
10151,taman desa,1800000,3.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1712.0,1051.4018691588785,600000.0,570.6666666666666
10154,jalan klang lama (old klang road),5200000,5.0,4.0,6.0,Bungalow,Partly Furnished,Land area,11000.0,472.72727272727275,1040000.0,2200.0
10155,taman desa,1900000,3.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1712.0,1109.8130841121495,633333.3333333334,570.6666666666666
10156,mont kiara,720000,1.0,1.0,1.0,Serviced Residence,Fully Furnished,Built-up,708.0,1016.9491525423729,720000.0,708.0
10158,cheras,290000,3.0,2.0,1.0,Apartment,Partly Furnished,Built-up,730.0,397.26027397260276,96666.66666666667,243.33333333333334
10160,bukit jalil,538000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1003.0,536.3908275174476,179333.33333333334,334.3333333333333
10162,desa pandan,770000,2.0,2.0,2.0,Serviced Residence,Partly Furnished,Built-up,1076.0,715.6133828996283,385000.0,538.0
10164,kl city,690000,1.0,1.0,1.0,Condominium,Fully Furnished,Built-up,800.0,862.5,690000.0,800.0
10165,kuchai lama,950000,4.0,3.0,2.0,Condominium,Fully Furnished,Built-up,1688.0,562.7962085308056,237500.0,422.0
10167,taman desa,750000,3.0,2.0,2.0,Condominium,Partly Furnished,Built-up,1355.0,553.5055350553506,250000.0,451.6666666666667
10171,ampang hilir,1000000,3.0,2.0,2.0,Serviced Residence,Fully Furnished,Built-up,1030.0,970.8737864077669,333333.3333333333,343.3333333333333
